CHR,START,STOP,ENTREZ
chr12,96252706,96297606,6636
chr12,96260826,96336752,120935
chr12,52345451,52390862,91
chr12,42632249,42853517,51535
chr12,96337071,96362370,144193
chr12,96366440,96390143,3034
chr12,123468027,123634562,57605
chr12,58131796,58143994,6302
chr12,52400724,52409673,160622
chr12,123636867,123728561,10198
chr12,96394606,96437298,4048
chr12,52416616,52453291,3164
chr12,58141510,58149796,1019
chr12,104323885,104347423,7184
chr12,13043716,13070871,9052
chr12,58148881,58154190,92979
chr12,13093709,13105081,55507
chr12,13127798,13153207,50865
chr12,13197218,13295455,57613
chr12,52463030,52471278,60673
chr12,42705880,42719920,85437
chr12,7591376,7592586,54737
chr13,20207788,20247599,54737
chr12,58156117,58162769,1594
chr12,13236494,13256619,83445
chr12,123717463,123742506,91574
chr12,52562780,52585784,144501
chr12,42852140,42984157,144165
chr12,58162254,58166576,4234
chr12,58165275,58176324,25895
chr12,123745528,123756881,8099
chr12,96588160,96663613,2004
chr12,13349650,13369708,2012
chr12,58176372,58201854,10102
chr12,43747669,43945724,80070
chr12,96672039,96794338,5128
chr12,13693165,14133053,2904
chr12,52626304,52645970,3855
chr12,123773656,123849390,55206
chr12,14518610,14651697,55729
chr12,58191159,58212487,10677
chr12,44122410,44152620,83448
chr12,52643084,52702947,3892
chr12,52679697,52685318,3887
chr12,123868320,123893905,387893
chr12,123899936,123921264,196383
chr12,44152747,44183346,51135
chr12,123942188,123957701,11066
chr12,123955925,124018265,353116
chr12,52708085,52715182,3889
chr12,58213710,58240522,10106
chr12,124069078,124083116,10959
chr12,14656595,14721283,79887
chr12,104343980,104359486,728568
chr12,52753790,52761265,3891
chr12,58335324,58351052,91419
chr12,124086624,124105488,57696
chr12,2079952,2802108,775
chr12,14765576,14849519,2984
chr12,44187526,44200178,5756
chr12,52771596,52779436,3890
chr12,59265931,59314303,121227
chr12,52787715,52800139,3888
chr12,52817854,52828309,9119
chr12,52840435,52845910,3854
chr12,14927270,14930936,55766
chr12,52862300,52867569,286887
chr12,97301001,97347129,121441
chr12,14939410,14956474,51729
chr12,124104953,124118313,1967
chr12,124118375,124147153,2967
chr12,14956506,15059520,144608
chr12,14957584,14967116,440087
chr12,14978503,14996429,420
chr12,44229770,44783545,84216
chr12,52880958,52887041,3853
chr12,15034115,15038860,4256
chr12,15066969,15092016,121506
chr12,15094951,15114662,397
chr12,52908359,52914471,3852
chr12,59989848,60176395,9194
chr12,44902058,45315631,4753
chr12,124155660,124192948,79867
chr12,52937693,52946931,112802
chr12,15125956,15134799,5149
chr12,52959566,52967609,121391
chr12,15260717,15501609,85004
chr12,104359582,104382652,6996
chr12,52979373,52995322,140807
chr12,98909290,98944157,7112
chr12,124196865,124246302,23545
chr12,62102040,62672931,338811
chr12,53001354,53012343,319101
chr12,53038342,53045948,3849
chr12,104382762,104457961,83468
chr12,124247042,124420753,196385
chr12,53068520,53074191,3848
chr12,15475331,15750333,5800
chr12,98987369,98995946,5250
chr12,53083410,53097247,374454
chr12,53161939,53171129,51350
chr12,62654119,62811211,9958
chr12,53183469,53189901,3850
chr12,45408455,45444882,440097
chr12,124403207,124457378,80212
chr12,53200333,53208335,3851
chr12,45609770,45834187,196527
chr12,124456392,124499986,144348
chr12,53215194,53228079,338785
chr12,53231588,53242876,196374
chr12,15773092,16035263,2059
chr12,104458235,104498639,29915
chr12,124457788,124800570,144347
chr12,53290977,53343738,3856
chr8,62490779,62492230,3856
chr12,46123448,46301823,196528
chr12,16035325,16056412,11171
chr12,124808961,125052135,9612
chr12,62860597,62991363,23041
chr12,46312914,46385903,9169
chr12,16064106,16190220,51071
chr12,16341419,16430619,729025
chr12,99007183,99038891,121457
chr12,16500076,16762193,4257
chr12,104510855,104532067,4801
chr12,53342655,53346685,3875
chr12,16701307,16763528,55885
chr12,63037762,63328817,57460
chr12,53399942,53435993,1975
chr12,63539014,63544722,552
chr12,46576846,46663800,81539
chr12,99038919,99129204,317
chr12,104609557,104744061,7296
chr12,63952693,64062719,283417
chr12,125261402,125367214,949
chr12,18233803,18473041,79785
chr12,2904119,2914576,2288
chr12,46751972,46766650,54407
chr12,125396150,125401914,7316
chr12,2921788,2968957,55846
chr12,18400548,18801348,5288
chr12,64173583,64203338,10329
chr12,64238073,64541613,57522
chr12,53440753,53458156,23371
chr12,125431371,125473668,57647
chr12,64580096,64616076,144577
chr12,47158546,47226191,55089
chr12,47469490,47473734,347902
chr12,47473386,47630443,91523
chr12,2934514,2944710,83714
chr12,64660217,64784972,115749
chr12,48057070,48099844,79657
chr12,18836103,18890991,89869
chr12,64798130,64844907,11260
chr12,2958397,2966213,101929469
chr12,2966847,2986206,2305
chr12,2985424,2998626,83695
chr12,18891045,18892121,93661
chr12,2986389,3050306,7289
chr12,64845660,64895888,29110
chr12,3068496,3149839,7004
chr12,53458388,53473204,84926
chr12,48103517,48119350,8909
chr12,53491220,53496129,3489
chr12,19282648,19529334,54477
chr12,53497302,53518322,8435
chr12,65004293,65091347,283349
chr12,99120235,100378432,56899
chr12,53551447,53575135,51380
chr12,3186521,3395730,10867
chr12,3490515,3703139,56341
chr12,65107225,65153227,2799
chr12,3715799,3873985,84766
chr12,65174589,65274812,23329
chr12,3900213,3982608,57097
chr12,65444406,65515346,11197
chr12,4382938,4414516,894
chr12,53574484,53584596,283337
chr12,53585102,53601091,3695
chr12,4430371,4462338,57103
chr12,4477393,4488894,8074
chr12,4537321,4554780,2251
chr12,65563351,65642107,23592
chr12,19556979,19873735,121536
chr12,4596894,4647674,57102
chr12,4647950,4669214,10635
chr12,20522179,20837315,5139
chr12,20848289,20906320,53919
chr12,53604354,53626764,5916
chr12,100041531,100043824,196472
chr12,100422233,100536626,23074
chr12,4671370,4723325,8798
chr12,20963636,21243040,28234
chr12,100592900,100635643,64431
chr12,104697517,104698980,493861
chr12,104849073,105155792,50515
chr12,53645035,53648189,84975
chr12,48128455,48164823,10411
chr12,4724674,4758213,10566
chr12,53662083,53687427,9700
chr12,20968673,21245679,338821
chr12,4758261,4798454,4704
chr12,105196331,105352522,84102
chr12,21284136,21392180,10599
chr12,21417534,21572528,6579
chr12,100597447,100660857,120863
chr12,53689075,53693234,5204
chr12,48147699,48176536,55652
chr12,100660918,100735502,55681
chr12,4829507,4960277,26290
chr12,4918342,4960277,3742
chr12,5019071,5040527,3736
chr12,5153085,5155949,3741
chr12,53693470,53700961,60314
chr12,21507893,21532912,3375
chr12,105380088,105443515,121053
chr12,5541278,5630702,4908
chr12,21590549,21623300,79912
chr12,5641035,6055398,57101
chr12,105413568,105478355,160428
chr12,6058040,6233936,7450
chr12,48176505,48226915,51564
chr12,100750857,100815837,246213
chr12,53701240,53718648,8086
chr12,21621845,21654603,5965
chr12,100867486,100958191,9971
chr12,6308881,6347425,928
chr12,21654715,21671342,51026
chr12,6419602,6437672,55200
chr12,21679241,21690311,80763
chr12,21689123,21757781,2998
chr12,21788276,21910791,3945
chr12,21917889,21928515,3764
chr12,21950335,22094336,10060
chr12,105501102,105562912,23325
chr12,100967461,101022064,283431
chr12,48235320,48336831,7421
chr12,6437923,6451280,7132
chr12,101111304,101522419,121601
chr12,48357352,48362661,79022
chr12,53720362,53739099,121340
chr12,53773960,53810230,6667
chr12,22199108,22218608,55907
chr12,22216707,22589975,6489
chr12,53817639,53825318,269
chr12,53835389,53840429,54458
chr12,48366748,48398269,1280
chr12,6484211,6500733,4055
chr12,101549271,101604185,160728
chr12,101673887,101780394,27340
chr12,53835525,53874946,5094
chr12,22601517,22697480,9847
chr12,6554033,6560884,939
chr12,48436681,48500091,29843
chr12,6560856,6575683,55080
chr12,6571403,6580153,6843
chr12,6601150,6603007,51258
chr12,6602522,6641121,9918
chr12,22778009,22843599,55500
chr12,53874274,53893847,7786
chr12,23682440,24103966,6660
chr12,48498922,48540187,5213
chr12,53894705,53900215,6895
chr12,6643093,6647537,2597
chr12,24964295,25102393,586
chr12,53900474,53901422,8620
chr12,48541571,48574996,140461
chr12,53901640,54020199,11016
chr12,48577366,48579709,387856
chr12,48596081,48597170,121275
chr12,48722763,48724062,341567
chr12,48733791,48745197,121274
chr12,54026510,54071192,517
chr12,25173936,25261268,4033
chr12,48866448,48866843,23519
chr12,6647541,6665239,25900
chr12,48876286,48890295,121273
chr12,54104903,54121529,57658
chr12,48901137,48923680,341568
chr12,48961467,48963849,3906
chr12,49047184,49076021,54934
chr12,105567074,105630016,55198
chr12,6666029,6677857,4839
chr12,54332535,54340328,3229
chr12,54348618,54352740,3228
chr12,54366910,54371427,3227
chr12,54378849,54384063,3226
chr12,49082247,49110681,904
chr12,49159975,49182820,112
chr12,25261354,25348096,55259
chr12,54384408,54424607,3223
chr12,54388679,54397121,3225
chr12,6679249,6716642,1108
chr12,49207577,49222724,784
chr12,54402832,54407570,3224
chr12,54410715,54449813,3221
chr12,54447661,54449814,3221
chr12,54558529,54582778,23583
chr12,25348150,25362579,144363
chr12,54624724,54673886,23468
chr12,25357723,25403870,3845
chr12,25562241,25801513,160492
chr12,6728001,6745613,57121
chr12,105629068,105789875,387882
chr12,6747241,6756626,84519
chr12,106457118,106533811,9891
chr12,49223547,49246625,9416
chr12,6759446,6772314,51147
chr12,26111962,26232825,11228
chr12,49250928,49259681,27289
chr12,49297893,49325623,85478
chr12,26272959,26278060,79365
chr12,49315301,49320257,51303
chr12,26274924,26452223,8082
chr12,106631655,106698057,10970
chr12,106695707,106740793,255394
chr12,6775643,6798738,171017
chr12,26490342,26986131,3709
chr12,49329506,49351334,377
chr12,49359123,49365546,7480
chr12,106751436,106903976,55703
chr12,49372398,49375459,7471
chr12,49388932,49393092,23109
chr12,49396057,49412980,5571
chr12,27058114,27091259,55726
chr12,27091316,27119583,26127
chr12,27126128,27167367,51768
chr12,49412758,49453557,8085
chr12,27175479,27219276,9412
chr12,6802958,6809966,196500
chr12,27233991,27235447,728858
chr12,6832907,6841041,50813
chr12,27396901,27478892,23012
chr12,49458468,49463808,121268
chr12,49483204,49488602,50846
chr12,49490919,49504683,55716
chr12,6857170,6876641,8079
chr12,27485787,27576241,56938
chr12,6874682,6880116,5763
chr12,6881678,6887621,3902
chr12,6896024,6929974,920
chr12,27619743,27655118,341346
chr12,6930711,6939136,27239
chr12,6937572,6949018,10536
chr12,27676364,27848497,8496
chr12,49521565,49525180,10376
chr12,6949118,6956557,2784
chr12,106976685,107156581,5992
chr12,49578579,49583107,7846
chr12,27849428,27850566,387849
chr12,27863706,27909228,60488
chr12,6953957,6961230,83461
chr12,49582519,49667114,84790
chr12,49687035,49692465,5630
chr12,6976283,6980112,7167
chr12,49717019,49725514,10024
chr12,6980099,6998522,84727
chr12,6982733,7023407,10233
chr12,7022909,7032861,2026
chr12,49726200,49730971,338761
chr12,49740700,49751309,79962
chr12,49760367,49921205,65244
chr12,7033626,7051484,1822
chr12,7052141,7055166,113246
chr12,7055631,7070479,5777
chr12,7074490,7079988,11331
chr12,7085348,7125814,10162
chr12,7096351,7178336,716
chr12,7187513,7245203,715
chr12,107168373,107283090,55188
chr12,7242183,7261869,51279
chr12,7276280,7281538,83758
chr12,7282294,7311541,9746
chr12,107371069,107380944,80298
chr12,107385142,107487607,1407
chr12,107712190,108053419,121551
chr12,108079509,108106944,11137
chr12,108126643,108155049,11108
chr12,108168162,108170421,121549
chr12,108523248,108644314,9671
chr12,108681821,108733118,1240
chr12,108908962,108919614,11153
chr12,108916357,108955176,9733
chr12,108956358,108963160,23479
chr12,108983622,108992096,338773
chr12,109015686,109027735,6404
chr12,109038885,109125372,23603
chr12,109176466,109251366,54434
chr12,109252708,109294819,1610
chr12,109304658,109459045,55530
chr12,109460894,109525831,84749
chr12,109525996,109531436,121642
chr12,109535379,109548797,7374
chr12,109554400,109706031,32
chr12,109715784,109747025,121643
chr12,109785708,109893328,283446
chr12,109886461,109915349,83892
chr12,109915207,109974507,89910
chr12,109991542,110011679,326625
chr12,110011060,110035067,4598
chr12,110152033,110208312,84915
chr12,110220890,110271212,59341
chr12,110288748,110318293,51228
chr12,110338069,110421646,84260
chr12,110367607,110434194,9815
chr13,24553949,24609166,221178
chr13,24553944,24881212,221178
chr13,51656984,51746524,647166
chr13,19747910,19755992,113457
chr2,132233666,132240507,113457
chr13,19747910,19755992,7278
chr2,132233666,132240507,7278
chr13,19997017,20110903,93492
chr13,20248896,20357142,55269
chr13,20397622,20437776,9205
chr13,20532810,20665968,7750
chr13,20712394,20735188,2700
chr13,20761609,20767037,2706
chr13,20796110,20806534,10804
chr13,20977806,21099996,51084
chr13,21140585,21265503,8100
chr13,21276266,21297237,53342
chr13,21302870,21348097,221143
chr13,21351469,21477187,64328
chr13,21547171,21635686,26524
chr13,21714653,21723221,10284
chr13,21727734,21750741,221150
chr13,21750784,21753223,78988
chr13,21950263,22033509,253832
chr13,22066836,22178353,221154
chr13,22245522,22278637,2254
chr13,23755091,23899304,6445
chr13,23902965,24007841,26278
chr13,24144509,24250232,55504
chr13,24304328,24463558,4285
chr13,24465238,24476794,387911
chr13,24881304,24896673,387911
chr13,24881304,24896673,338872
chr13,24995064,25086948,143
chr13,25254549,25285921,479
chr13,25338290,25454059,56163
chr13,25457171,25497018,55835
chr13,25670300,25673389,5042
chr13,25735822,25746426,219287
chr13,25802307,25862147,9107
chr13,25875662,25923938,9818
chr13,25946209,26599989,51761
chr13,26618735,26625169,387914
chr13,26706253,26796791,6049
chr13,26828276,26979375,1024
chr13,27131840,27263085,10810
chr13,27329341,27334922,2835
chr13,27640293,27746033,219333
chr13,27825446,27830828,6144
chr13,27844464,27847827,387496
chr13,27998681,28009958,2971
chr13,28009776,28024739,219402
chr13,28194903,28241548,51082
chr13,28366780,28368905,219409
chr13,28494157,28500368,3651
chr13,28536274,28545276,1045
chr13,28551851,28562791,646625
chr13,28577411,28674729,2322
chr13,28712643,28869475,255967
chr13,28874489,29069265,2321
chr13,29233241,29253062,51371
chr13,29274201,29293107,283537
chr13,29598748,30077892,23281
chr13,30083547,30169825,6541
chr13,30338508,30424821,5412
chr13,30776767,30881621,84056
chr13,31032884,31191734,3146
chr13,31191830,31233686,10208
chr13,31309645,31338556,241
chr13,31480328,31499709,84935
chr13,31506840,31549639,122046
chr13,31710762,31736525,10808
chr13,31774073,31906413,145173
chr13,32313674,32377009,122042
chr13,32605437,32870794,10129
chr13,32877837,32889481,646799
chr13,32889611,32973805,675
chr13,32974861,33002315,90634
chr13,33006554,33112970,10443
chr13,33160564,33352157,23047
chr13,33590207,33640282,9365
chr13,33677272,33924767,90627
chr13,34392186,34540695,5983
chr13,35516424,36247159,26960
chr13,36047926,36050832,4081
chr13,36345478,36705443,9201
chr13,36742345,36871979,54937
chr13,36801182,36871977,728591
chr13,36875775,36944317,23111
chr13,37005967,37017019,8900
chr13,37248049,37271976,400120
chr13,37393361,37403241,5994
chr13,37418968,37494902,4093
chr13,37523912,37574398,29880
chr13,37572953,37583750,11340
chr13,37583449,37633850,55578
chr13,37677398,37679803,122011
chr13,38136720,38172981,10631
chr13,38210773,38444562,7223
chr13,38923986,38937140,51569
chr13,39261266,39460074,341640
chr13,39584003,39612252,80209
chr13,39612443,39624246,387921
chr13,39917029,40177665,10186
chr13,40229764,40365802,57511
chr13,41129804,41240734,2308
chr13,41303432,41345309,10240
chr13,41363548,41384247,10166
chr13,41506056,41635576,1997
chr13,41635410,41658137,11193
chr13,41701705,41706882,89890
chr13,41763969,41768702,84078
chr13,41790505,41837742,9617
chr13,41885341,41951166,79612
chr13,42031695,42045018,28984
chr13,42140973,42535256,23078
chr13,42614176,42830714,160851
chr13,42846289,42897396,11215
chr13,43355686,43365683,144809
chr13,43460524,43566407,94240
chr13,43597339,43683045,29103
chr13,43787654,44361044,55068
chr13,44398045,44453827,160857
chr13,44453420,44468068,144811
chr13,44717679,44735393,79024
chr13,44947801,44971850,387923
chr13,45007655,45151283,8848
chr13,45513384,45563618,26747
chr13,45563687,45607746,55425
chr13,45694650,45858237,2963
chr13,45766988,45775175,386618
chr13,45911008,45915505,7178
chr13,45967451,45992590,253512
chr13,46039060,46110765,83548
chr13,46108657,46189874,220081
chr13,46276446,46288694,220082
chr13,46354405,46425871,283514
chr13,46528600,46626894,23091
chr13,46627321,46679211,1361
chr13,46700055,46786006,3936
chr13,46786083,46851501,220416
chr13,46916139,47012325,80183
chr13,47127303,47327175,23143
chr13,47345391,47371367,2098
chr13,47405685,47471169,3356
chr13,48510622,48612125,8803
chr13,48611703,48621358,55270
chr13,48627459,48669267,29079
chr13,48807294,48837063,9445
chr13,48877887,49056122,5925
chr13,48963707,49018840,10161
chr13,49063095,49107369,1102
chr13,49280951,49283498,57105
chr13,49550048,49783915,22862
chr13,49794474,49796513,2862
chr13,49822047,49867618,81602
chr13,49882786,50018262,81617
chr13,50018429,50069138,83852
chr13,50069746,50103123,51131
chr13,50106082,50159719,55213
chr13,50202435,50208008,115761
chr13,50234859,50265611,84650
chr13,50273447,50367057,3839
chr13,50486842,50510626,57213
chr13,50570024,50594617,10206
chr13,50589390,50595058,283518
chr13,51285144,51418075,220107
chr13,51483814,51544592,79621
chr13,51796503,51858377,220108
chr13,51909909,51938871,647174
chr13,51928213,52028400,26512
chr13,52158644,52336171,115825
chr13,52342129,52378293,79758
chr13,52436117,52440366,83446
chr13,52506809,52585630,540
chr13,52586534,52603800,440138
chr13,52598827,52607736,9724
chr13,52611093,52703214,341676
chr13,52706775,52733996,4752
chr13,52951305,52980629,55901
chr13,52986737,53024763,51028
chr13,53029564,53050763,26586
chr13,53191605,53217919,144983
chr13,53226844,53275044,10910
chr13,53277399,53313947,11061
chr13,53418109,53422775,5100
chr13,53602894,53626192,10562
chr13,57715052,57718073,729250
chr13,57721622,57724643,729250
chr13,57728195,57731216,729250
chr13,57734766,57737787,729250
chr13,57741331,57744352,729250
chr13,57715052,57718073,729246
chr13,57721622,57724643,729246
chr13,57728195,57731216,729246
chr13,57734766,57737787,729246
chr13,57741331,57744352,729246
chr13,57715052,57718073,729240
chr13,57721622,57724643,729240
chr13,57728195,57731216,729240
chr13,57734766,57737787,729240
chr13,57741331,57744352,729240
chr13,57715052,57718073,729233
chr13,57721622,57724643,729233
chr13,57728195,57731216,729233
chr13,57734766,57737787,729233
chr13,57741331,57744352,729233
chr13,57715052,57718073,122183
chr13,57721622,57724643,122183
chr13,57728195,57731216,122183
chr13,57734766,57737787,122183
chr13,57741331,57744352,122183
chr13,58205944,58303445,27253
chr13,60239717,60738121,81624
chr13,60970591,61148012,81550
chr13,61983818,62002220,64881
chr13,66876967,67804468,5101
chr13,70274726,70682591,57626
chr13,72012098,72441330,1602
chr13,73282495,73301825,440145
chr13,73302061,73330336,79866
chr13,73329540,73356234,22894
chr13,73356197,73590591,10464
chr13,73629114,73651676,688
chr13,74260226,74708394,11278
chr13,75858808,76056250,9882
chr13,76099350,76123575,170622
chr13,76123619,76180085,7347
chr13,76194570,76434004,4008
chr13,77454312,77460540,115207
chr13,77522632,77532777,730249
chr13,77564795,77576652,1203
chr13,77566740,77601330,26224
chr13,77618792,77901185,23077
chr13,78109809,78219398,8796
chr13,78272023,78338377,122060
chr13,78469616,78493903,1910
chr13,79172497,79177673,5457
chr13,79188426,79233314,79596
chr13,79885962,79980612,64062
chr13,80055287,80130210,54602
chr13,80910111,80915086,10253
chr13,84451344,84456528,114798
chr13,86366925,86373623,84189
chr13,88324870,88331871,26050
chr13,92050929,93519490,2262
chr13,93879095,95059655,10082
chr13,95089558,95131936,1638
chr13,95226308,95248511,23483
chr13,95254157,95286899,160897
chr13,95361886,95364389,11166
chr13,95672083,95953687,10257
chr13,96085858,96232013,9071
chr13,96230457,96296957,22873
chr13,96329393,96447243,5611
chr13,96453834,96705736,55757
chr13,96743093,97485671,266722
chr13,97637973,97646984,27199
chr13,97873688,98046374,10150
chr13,98086476,98121382,5911
chr13,98605912,98676551,3843
chr13,98794816,99102027,10160
chr13,98828039,98829519,140432
chr13,99102455,99230194,8428
chr13,99336055,99404908,6564
chr13,99445741,99738879,23348
chr13,99853028,100038688,337867
chr13,99906968,99913998,2841
chr13,99946784,99959659,1880
chr13,100153671,100216260,9375
chr13,100258919,100549387,171425
chr13,100615218,100624163,85416
chr13,100634026,100639018,7546
chr13,100741269,101182686,5095
chr13,101183810,101241782,87769
chr13,101256181,101327347,84899
chr13,101706130,102068843,259232
chr13,102104966,102375456,9358
chr13,102372134,103054124,2259
chr13,103249353,103331521,7174
chr13,103338094,103346854,196541
chr13,103381801,103389159,643677
chr13,103418340,103426161,93081
chr13,103436631,103451357,79070
chr13,103451399,103493885,54841
chr13,103497194,103528345,2073
chr13,103696350,103719196,6555
chr13,106118216,106143383,267012
chr13,107142079,107187462,1948
chr13,107194021,107220512,55082
chr13,107820883,108519083,728215
chr13,108859787,108870716,3981
chr13,108870727,108886603,84945
chr13,108903588,108960832,10673
chr13,109248500,109860355,23026
chr13,110406184,110438915,8660
chr13,110801318,110959496,1282
chr13,110958159,111165374,1284
chr13,111175417,111214080,55647
chr13,111267881,111292340,55739
chr13,111293759,111365950,79587
chr13,111365083,111373421,3621
chr13,111530887,111567416,55608
chr13,111766906,111958084,8874
chr13,111968531,111996596,121793
chr13,112721913,112726020,6656
chr13,113030633,113089003,122258
chr13,113139325,113242481,10426
chr13,113344643,113541482,23250
chr13,113548692,113754053,23263
chr13,113760105,113774995,2155
chr13,113777128,113803843,2159
chr13,113812968,113826694,8858
chr13,113831891,113863029,55795
chr13,113862552,113919399,8451
chr13,113951556,113977987,3916
chr13,113978505,114018446,79774
chr13,114076260,114107839,113622
chr13,114110134,114145267,55208
chr13,114145310,114204542,55002
chr13,114239013,114295785,7027
chr13,114303119,114312501,496
chr13,114321470,114440708,6011
chr13,114462216,114514926,348013
chr13,114523522,114567046,2621
chr13,114747194,114898086,22821
chr13,115000362,115038198,8881
chr13,115047059,115071283,65110
chr13,115079988,115092796,283489
chr14,64063757,64108579,112840
chr14,64150932,64194757,81537
chr14,76776957,76968178,2103
chr14,95648277,95786243,79789
chr14,31091318,31205018,23256
chr14,64319683,64693165,23224
chr14,77228532,77249354,22846
chr14,19377522,19378606,440153
chr14,19377522,19378606,79334
chr22,16448824,16449805,79334
chr14,47311134,48143999,161357
chr14,47308826,48144157,161357
chr14,19553365,19590078,728378
chr2,130831108,130886795,728378
chr14,19553365,19590078,653781
chr2,131369054,131415664,653781
chr14,19553365,19590078,653269
chr2,131217028,131267239,653269
chr2,131369054,131415664,653269
chr14,19553365,19590078,445582
chr2,131975882,132022965,445582
chr14,19553365,19590078,404785
chr14,19983559,20020272,641455
chr14,92524896,92525877,4287
chr14,92524896,92572965,4287
chr14,20187174,20296531,390429
chr14,20215587,20216528,441669
chr14,20248401,20249516,441670
chr14,20344391,20345468,390431
chr14,20388741,20389818,79317
chr14,20403767,20404842,79544
chr14,20443603,20444818,81127
chr14,20482419,20483352,122740
chr14,20502003,20502919,390433
chr14,20528204,20529142,122742
chr14,20585566,20586597,390436
chr14,20611895,20612821,390437
chr14,20665495,20666605,390439
chr14,20691791,20692964,122748
chr14,20710898,20711979,390442
chr14,95883831,95942173,161176
chr14,20724717,20774153,91875
chr14,77253588,77292589,23357
chr14,94463616,94478040,256369
chr14,20779527,20801471,57820
chr14,31343720,31364271,1690
chr14,95999840,96011061,51218
chr14,96152754,96158980,9623
chr14,77292715,77336645,145497
chr14,96176304,96180533,8115
chr14,31363005,31495607,29966
chr14,77490888,77495034,64207
chr14,77564440,77583630,85457
chr14,96505661,96560417,56967
chr14,20811741,20826064,10038
chr14,77582911,77725838,57156
chr14,96671016,96710666,624
chr14,31494312,31562818,11154
chr14,96722161,96735304,623
chr14,96747595,96830207,55102
chr14,77597613,77609077,283576
chr14,77731826,77737655,58157
chr14,31569318,31677010,25831
chr14,20833826,20881588,7011
chr14,77741299,77787227,29954
chr14,31760994,31889788,25938
chr14,96829814,96853625,51527
chr14,96858448,96955764,122481
chr14,20896970,20903801,123103
chr14,20914570,20923264,55644
chr14,77787227,77797940,2954
chr14,31915242,31926716,112487
chr14,20923350,20925927,328
chr14,31952173,31953171,2856
chr14,96967770,97033448,10914
chr14,31959162,32330430,80224
chr14,32545320,32628934,394
chr14,20925878,20929771,90809
chr14,32798479,33300567,9472
chr14,20937113,20945253,4860
chr14,33404139,34273382,64067
chr14,20973696,20979328,338879
chr14,77801364,77843452,283578
chr14,21024252,21029090,390443
chr14,77843032,77857840,161394
chr14,64550950,64804830,2100
chr14,77860364,77889860,122945
chr14,34393437,34931980,112399
chr14,77893018,77924295,63894
chr14,21051051,21077954,122651
chr14,21051054,21078043,122651
chr14,66953072,66965271,440184
chr14,21058352,21058982,493901
chr14,21108855,21109850,341799
chr14,21152259,21168761,6038
chr14,21152746,21168735,6038
chr14,34901995,34931562,171546
chr14,34985135,35008916,55837
chr14,97263641,97398059,7443
chr14,21152336,21167130,283
chr14,64854749,64926722,4522
chr14,21214051,21216539,10876
chr14,21236586,21239107,64184
chr14,21249210,21250626,6039
chr14,21269387,21271437,6035
chr14,35030300,35099389,58533
chr14,99177950,99184098,283598
chr14,99635624,99737861,64919
chr14,64915824,64971931,7597
chr14,21359558,21360507,6037
chr14,35179593,35184029,1073
chr14,21423611,21424595,6036
chr14,64932217,64941221,9495
chr14,64970430,65000408,22890
chr14,21457929,21465189,64745
chr14,65002623,65009955,3306
chr14,35221937,35344853,11177
chr14,65016620,65056098,145376
chr14,99864083,99947216,84193
chr14,65170820,65213610,26030
chr14,77924213,77935817,10598
chr14,23980969,24029987,79178
chr14,24025216,24029480,79178
chr14,35451163,35498773,6729
chr14,21467414,21470030,29986
chr14,65213002,65346601,6710
chr14,99947506,100001381,8812
chr14,99977603,100070363,317762
chr14,35514113,35582336,283635
chr14,77940740,77965210,145501
chr14,100111447,100146906,84439
chr14,35554673,35591723,55012
chr14,77972340,78083116,9517
chr14,78138747,78174363,8846
chr14,100150641,100193638,10858
chr14,78174414,78227447,81892
chr14,100204030,100408397,2009
chr14,65381079,65411309,91612
chr14,35591052,35743271,9692
chr14,35591755,35786680,9692
chr14,65381203,65529368,2342
chr14,78183942,78227550,22938
chr14,35591755,35786680,5687
chr14,35747839,35786699,5687
chr14,78227173,78236085,283579
chr14,21484922,21539031,57447
chr14,35870717,35873955,4792
chr14,65405870,65409531,2877
chr14,36003248,36006260,84684
chr14,65412532,65439494,376267
chr14,36007558,36278510,253959
chr14,78266426,78401355,57143
chr14,65472892,65569413,4149
chr14,100437786,100610573,51466
chr14,78708734,80330762,9369
chr14,65877310,66210839,2530
chr14,80663873,80854100,1734
chr14,36295524,36401531,84312
chr14,80943330,81425861,145508
chr14,100612756,100626500,123099
chr14,66974125,67648520,10243
chr14,36767770,36789882,51562
chr14,100704635,100749129,7528
chr14,100757448,100772884,123096
chr14,36942493,36983034,253970
chr14,100789674,100796715,283600
chr14,36985602,36990354,7080
chr14,81421333,81612646,7253
chr14,37049784,37051812,26257
chr14,37126773,37148920,5083
chr14,100800125,100843142,7453
chr14,67656110,67695267,161142
chr14,37147636,37642071,89874
chr14,21492268,21504435,122664
chr14,37667118,38021566,145282
chr14,21500979,21502944,440163
chr14,21510385,21512393,84659
chr14,21525981,21526614,122665
chr14,67707826,67802536,64398
chr14,21538429,21558399,55701
chr14,81641796,81687721,2957
chr14,81727000,81902809,85439
chr14,67761088,67826982,51382
chr14,21567096,21571883,643382
chr14,21623026,21624222,390445
chr14,67826714,67853233,1965
chr14,38059189,38069245,3169
chr14,21677295,21737653,3183
chr14,81937893,82000205,6400
chr14,38065052,38510647,319089
chr14,67853700,67878917,26499
chr14,67913801,68000456,161145
chr14,85996488,86095034,23768
chr14,100842755,100996640,79446
chr14,68000018,68056329,57475
chr14,88304164,88460009,2581
chr14,38723308,38725574,161198
chr14,39501123,39578850,10484
chr14,21756098,21819460,57096
chr14,39583427,39606177,8487
