ENSGID,ENTREZ,CHR,START,END,EXON_LENGTH,GENESIZE,EXON_RATIO
ENSG00000121634,2703,1,147374946,147381393,1364,6448,0.211538462
ENSG00000188092,653519,1,147400506,147465753,1934,65248,0.029640755
ENSG00000188092,51463,1,147400506,147465753,1934,65248,0.029640755
ENSG00000132681,480,1,160121360,160156767,3947,35408,0.111471984
ENSG00000256374,645142,1,148201752,148202536,785,785,1
ENSG00000143318,844,1,160160285,160171676,2073,11392,0.181969803
ENSG00000162734,8682,1,160175127,160185166,2778,10040,0.276693227
ENSG00000132716,50717,1,160185505,160254920,5789,69416,0.083395759
ENSG00000162735,5824,1,160246602,160256138,3928,9537,0.411869561
ENSG00000122218,1314,1,160259063,160313190,4816,54128,0.088974283
ENSG00000162736,23385,1,160313062,160328742,3237,15681,0.206428161
ENSG00000171786,4807,1,160336857,160342638,2563,5782,0.443272224
ENSG00000162738,57216,1,160370376,160398468,5340,28093,0.190082939
ENSG00000162739,114836,1,160454820,160493052,2746,38233,0.071822771
ENSG00000066294,8832,1,160510885,160549306,8278,38422,0.215449482
ENSG00000117090,6504,1,160577890,160617085,4039,39196,0.103046229
ENSG00000117091,962,1,160648536,160681641,2494,33106,0.075333776
ENSG00000026751,57823,1,160709037,160724611,2705,15575,0.173675762
ENSG00000122224,4063,1,160765864,160798051,3439,32188,0.106841059
ENSG00000122223,51744,1,160799950,160832692,2555,32743,0.078031946
ENSG00000179914,55600,1,160846329,160854960,1183,8632,0.137048193
ENSG00000158764,142683,1,160914815,160924589,1151,9775,0.117749361
ENSG00000158769,50848,1,160965001,160991138,4835,26138,0.184979723
ENSG00000215845,100131187,1,161007421,161008780,735,1360,0.540441176
ENSG00000158773,7391,1,161009041,161015767,1852,6727,0.275308458
ENSG00000186517,257106,1,161016736,161039760,4419,23025,0.191921824
ENSG00000143217,81607,1,161040785,161059389,3509,18605,0.188605214
ENSG00000162755,126823,1,161068151,161070136,1333,1986,0.671198389
ENSG00000143256,5202,1,161070346,161087901,677,17556,0.038562315
ENSG00000158793,4817,1,161087876,161095235,3166,7360,0.430163043
ENSG00000158796,9191,1,161090764,161102478,2531,11715,0.216047802
ENSG00000143222,51506,1,161122566,161128646,1114,6081,0.183193554
ENSG00000143258,27005,1,161129240,161135513,2402,6274,0.382849857
ENSG00000143224,5498,1,161136200,161147803,2102,11604,0.181144433
ENSG00000158850,8703,1,161141100,161147287,1944,6188,0.314156432
ENSG00000158859,9507,1,161154098,161168846,10218,14749,0.692792732
ENSG00000158864,4720,1,161166894,161184185,2615,17292,0.151226
ENSG00000158869,2207,1,161185024,161190489,919,5466,0.16813026
ENSG00000158874,336,1,161192082,161193421,646,1340,0.482089552
ENSG00000158882,84134,1,161195793,161200408,2770,4616,0.600086655
ENSG00000143257,9970,1,161199456,161208092,2051,8637,0.237466713
ENSG00000248485,654790,1,161228517,161255240,1424,26724,0.053285436
ENSG00000158887,4359,1,161274525,161279762,2002,5238,0.382206949
ENSG00000143252,6391,1,161284047,161332984,1420,48938,0.029016306
ENSG00000188931,257177,1,161334521,161337664,774,3144,0.246183206
ENSG00000143226,2212,1,161475220,161493803,2473,18584,0.133071459
ENSG00000173110,3310,1,161494036,161496681,2646,2646,1
ENSG00000203747,2214,1,161511549,161600917,2599,89369,0.029081673
ENSG00000072694,2213,1,161551101,161648444,2474,97344,0.025415023
ENSG00000162747,2215,1,161592986,161601753,2632,8768,0.300182482
ENSG00000132185,84824,1,161676762,161684142,2380,7381,0.322449533
ENSG00000162746,127943,1,161691353,161697933,1977,6581,0.300410272
ENSG00000081721,11266,1,161719548,161727028,1270,7481,0.169763401
ENSG00000118217,22926,1,161736084,161933860,7496,197777,0.037901273
ENSG00000162745,25903,1,161952982,161993644,3415,40663,0.083982982
ENSG00000198929,9722,1,162039564,162353321,7742,313758,0.024675068
ENSG00000239887,400793,1,162336698,162356600,4487,19903,0.2254434
ENSG00000171722,284680,1,162342993,162346660,1711,3668,0.466466739
ENSG00000198574,117157,1,162365056,162381928,2523,16873,0.149528833
ENSG00000152332,127933,1,162467041,162499419,8581,32379,0.26501745
ENSG00000117143,6675,1,162531323,162569627,2345,38305,0.061219162
ENSG00000162733,4921,1,162601163,162757190,10730,156028,0.068769708
ENSG00000132196,51478,1,162760492,162782607,1924,22116,0.08699584
ENSG00000185860,339512,1,162794248,162838605,3407,44358,0.076806889
ENSG00000117152,5999,1,163038565,163046592,3628,8028,0.451918286
ENSG00000143248,8490,1,163080911,163291577,6020,210667,0.028575904
ENSG00000143228,83540,1,163236366,163325554,2436,89189,0.027312785
ENSG00000185630,5087,1,164524821,164868533,8537,343713,0.024837583
ENSG00000162761,4009,1,165171104,165325952,3882,154849,0.025069584
ENSG00000143171,6258,1,165370159,165414433,2036,44275,0.045985319
ENSG00000162763,440699,1,165513244,165533198,1369,19955,0.06860436
ENSG00000143198,4259,1,165600098,165631033,1603,30936,0.051816654
ENSG00000143149,223,1,165631453,165668100,2755,36648,0.075174634
ENSG00000143183,54499,1,165696032,165796992,2945,100961,0.029169679
ENSG00000143179,100500832,1,165796768,165880855,2256,84088,0.026829036
ENSG00000143179,7371,1,165796768,165880855,2256,84088,0.026829036
ENSG00000188859,149297,1,166026674,166136206,1598,109533,0.014589211
ENSG00000143157,57645,1,166808681,166825581,8451,16901,0.500029584
ENSG00000152382,117143,1,166825747,166845564,2159,19818,0.108941366
ENSG00000143195,387597,1,166882443,166944719,8283,62277,0.133002553
ENSG00000143194,84944,1,166958346,166991451,1908,33106,0.057633057
ENSG00000143167,10223,1,167022073,167059868,2802,37796,0.074134829
ENSG00000198842,92235,1,167063282,167098402,4304,35121,0.122547763
ENSG00000143190,5451,1,167190066,167396582,14336,206517,0.069418014
ENSG00000198821,919,1,167399877,167487847,1681,87971,0.01910857
ENSG00000143162,8804,1,167498914,167523004,1974,24091,0.081939313
ENSG00000198771,92241,1,167599330,167675486,3135,76157,0.041164962
ENSG00000197965,9019,1,167690429,167761156,5023,70728,0.07101855
ENSG00000143199,55811,1,167778625,167883453,5841,104829,0.055719314
ENSG00000143158,25874,1,167885967,167906278,2552,20312,0.125640016
ENSG00000143164,55827,1,167905021,168045081,3515,140061,0.025096208
ENSG00000143147,23432,1,168053997,168106821,3787,52825,0.071689541
ENSG00000143155,261726,1,168148171,168169950,1818,21780,0.083471074
ENSG00000213064,375035,1,168195176,168222263,11098,27088,0.409701713
ENSG00000143178,9095,1,168250278,168283664,2922,33387,0.087519094
ENSG00000143185,6846,1,168510003,168513235,565,3233,0.174760285
ENSG00000143184,6375,1,168545711,168551315,1367,5605,0.243889384
ENSG00000143196,1805,1,168664697,168698502,1786,33806,0.052830858
ENSG00000143153,481,1,169074935,169101960,3068,27026,0.113520314
ENSG00000143156,29922,1,169101769,169337205,1642,235437,0.006974265
ENSG00000117475,8548,1,169337208,169365778,3820,28571,0.133702006
ENSG00000117477,57821,1,169364108,169429907,2402,65800,0.036504559
ENSG00000117479,10560,1,169433147,169455241,3671,22095,0.166146187
ENSG00000198734,2153,1,169483404,169555826,7039,72423,0.097192881
ENSG00000174175,6403,1,169558087,169599431,3376,41345,0.081654372
ENSG00000000460,55732,1,169631245,169823221,4919,191977,0.025622861
ENSG00000188404,6402,1,169659808,169680839,2436,21032,0.115823507
ENSG00000007908,6401,1,169691781,169733846,4242,42066,0.100841535
ENSG00000171806,92342,1,169761670,169764107,1578,2438,0.647251846
ENSG00000000457,57147,1,169818772,169863408,6787,44637,0.152048749
ENSG00000075945,22920,1,169890467,170054349,4614,163883,0.028154232
ENSG00000203740,149281,1,170115142,170136931,992,21790,0.04552547
ENSG00000120370,92344,1,170501270,170522587,3133,21318,0.146965006
ENSG00000116132,5396,1,170631869,170708560,7748,76692,0.101027487
ENSG00000117501,80133,1,170904612,171033906,3831,129295,0.029629916
ENSG00000007933,2328,1,171060018,171086959,2214,26942,0.082176527
ENSG00000117507,,1,171106879,171130707,1699,23829,0.071299677
ENSG00000094963,2327,1,171154347,171181822,5304,27476,0.1930412
ENSG00000010932,2326,1,171217638,171255117,2289,37480,0.061072572
ENSG00000076258,2329,1,171283347,171311223,2252,27877,0.080783442
ENSG00000117523,23215,1,171454651,171562650,10642,108000,0.098537037
ENSG00000034971,4653,1,171604557,171621823,2095,17267,0.121329704
ENSG00000117533,8674,1,171669300,171711387,5159,42088,0.122576506
ENSG00000010165,51603,1,171750788,171783163,3381,32376,0.104429207
ENSG00000197959,26052,1,171810621,172387606,10933,576986,0.018948467
ENSG00000135845,5279,1,172339329,172413230,2634,73902,0.035641796
ENSG00000180999,92346,1,172389828,172437971,1648,48144,0.034230641
ENSG00000094975,51430,1,172501489,172580971,6049,79483,0.076104324
ENSG00000117560,356,1,172628154,172636014,1892,7861,0.240681847
ENSG00000120337,8995,1,173009100,173020103,2008,11004,0.182479099
ENSG00000117586,7292,1,173152873,173176452,3719,23580,0.157718405
ENSG00000117592,9588,1,173446405,173457946,1751,11542,0.15170681
ENSG00000162753,284525,1,173469603,173572233,4428,102631,0.043144859
ENSG00000183831,339416,1,173578700,173639001,1446,60302,0.023979304
ENSG00000076321,27252,1,173684080,173755840,3435,71761,0.047867226
ENSG00000120334,91687,1,173768688,173793858,2470,25171,0.098128799
ENSG00000117593,55157,1,173793641,173827684,3506,34044,0.102984373
ENSG00000185278,84614,1,173837220,173872687,19464,35468,0.548776362
ENSG00000117601,462,1,173872947,173886516,1594,13570,0.117464996
ENSG00000135870,149041,1,173900352,173991435,11264,91084,0.123666066
ENSG00000152061,9910,1,174128548,174964445,11595,835898,0.01387131
ENSG00000203737,9293,1,174417212,174418683,1472,1472,1
ENSG00000116161,27101,1,174968300,174980851,3684,12552,0.293499044
ENSG00000120333,63931,1,174979925,174992561,2115,12637,0.167365672
ENSG00000120332,63923,1,175036994,175117202,5008,80209,0.062436884
ENSG00000235750,9674,1,175126123,175162135,4648,36013,0.129064504
ENSG00000116147,7143,1,175284330,175712906,12960,428577,0.030239607
ENSG00000143207,64326,1,175913967,176176629,3120,262663,0.011878338
ENSG00000116183,60676,1,176432307,176814735,10459,382429,0.027348867
ENSG00000152092,460,1,176826438,177134109,7718,307672,0.025085156
ENSG00000198797,57795,1,177140633,177251558,3558,110926,0.032075438
ENSG00000120341,89866,1,177893091,177953438,5100,60348,0.084509843
ENSG00000075391,9462,1,178062864,178448644,11067,385781,0.02868726
ENSG00000240021,84066,1,178482212,178517734,3030,35523,0.08529685
ENSG00000213057,400798,1,178511887,178518024,2775,6138,0.452101662
ENSG00000116191,55103,1,178694300,178889238,6244,194939,0.032030533
ENSG00000116194,9068,1,178818840,178840187,3403,21348,0.159406033
ENSG00000116199,9917,1,178994939,179045697,6039,50759,0.118973975
ENSG00000186283,64222,1,179050512,179067158,3176,16647,0.190785126
ENSG00000143322,27,1,179068462,179198819,12649,130358,0.097032787
ENSG00000057252,6646,1,179262925,179327815,7033,64891,0.108381748
ENSG00000162779,126859,1,179334855,179523870,3912,189016,0.020696661
ENSG00000116218,7827,1,179519674,179545087,1874,25414,0.073738884
ENSG00000162782,163589,1,179560748,179660407,4032,99660,0.040457556
ENSG00000143340,148753,1,179712298,179785333,2909,73036,0.039829673
ENSG00000169905,163590,1,179809102,179846938,8328,37837,0.220102017
ENSG00000143337,26092,1,179851177,179894135,9037,42959,0.21036337
ENSG00000135837,9857,1,179923873,180084015,13776,160143,0.086023117
ENSG00000116260,5768,1,180123969,180173165,9311,49197,0.189259508
ENSG00000121454,89884,1,180199421,180249380,7083,49960,0.141773419
ENSG00000143324,9213,1,180601140,180859387,8474,258248,0.03281342
ENSG00000135835,57710,1,180882290,180920750,9937,38461,0.258365617
ENSG00000135823,10228,1,180941861,180992047,4851,50187,0.096658497
ENSG00000153029,3140,1,181003067,181031074,7776,28008,0.277634961
ENSG00000162783,51278,1,181057638,181059977,2340,2340,1
ENSG00000198216,777,1,181382238,181777219,16956,394982,0.042928539
ENSG00000179930,127665,1,182023705,182030847,3649,7143,0.510849783
ENSG00000135821,2752,1,182350839,182361341,5546,10503,0.528039608
ENSG00000203730,127670,1,182367252,182369751,2500,2500,1
ENSG00000121446,353299,1,182419256,182529734,4085,110479,0.036975353
ENSG00000135828,6041,1,182542769,182558391,6128,15623,0.392242207
ENSG00000143333,6004,1,182567758,182573543,2427,5786,0.419460767
ENSG00000135824,85397,1,182615239,182653711,1861,38473,0.048371585
ENSG00000135838,80896,1,182758428,182799519,2952,41092,0.071838801
ENSG00000135829,1660,1,182808504,182856886,4240,48383,0.087634086
ENSG00000157060,81626,1,182869000,182922660,2365,53661,0.044072977
ENSG00000135862,3915,1,182992595,183114727,7966,122133,0.065223977
ENSG00000058085,3918,1,183155373,183214035,6067,58663,0.103421237
ENSG00000157064,23057,1,183217372,183387737,5868,170366,0.034443492
ENSG00000116698,9887,1,183441351,183567381,6589,126031,0.052280788
ENSG00000116701,4688,1,183524698,183560011,2488,35314,0.070453644
ENSG00000162704,10092,1,183592401,183604892,2084,12492,0.166826769
ENSG00000143344,23179,1,183605220,183897665,5415,292446,0.018516239
ENSG00000173627,403314,1,183615541,183622451,2648,6911,0.383157285
ENSG00000198756,23127,1,183898796,184006863,7339,108068,0.067910945
ENSG00000198860,116461,1,184020811,184043346,1960,22536,0.086971956
ENSG00000116667,81563,1,184356192,184598154,10265,241963,0.042423842
ENSG00000116406,80267,1,184659365,184724047,6946,64683,0.107385248
ENSG00000135842,116496,1,184759858,184943682,7234,183825,0.039352645
ENSG00000121481,6045,1,185014496,185071740,3806,57245,0.066486156
ENSG00000121486,81627,1,185087220,185126204,4574,38985,0.117327177
ENSG00000116668,54823,1,185126212,185260897,4054,134686,0.030099639
ENSG00000116679,10625,1,185265520,185286461,4942,20942,0.235985102
ENSG00000143341,83872,1,185703683,186160085,18212,456403,0.039903331
ENSG00000116690,10216,1,186265405,186283694,5050,18290,0.276107162
ENSG00000047410,7175,1,186280784,186344825,9843,64042,0.153696012
ENSG00000157181,54953,1,186344890,186390510,3903,45621,0.085552706
ENSG00000262180,10896,1,186369704,186370587,884,884,1
ENSG00000116703,5132,1,186412698,186430254,1339,17557,0.076265877
ENSG00000073756,5743,1,186640923,186649559,4514,8637,0.522635174
ENSG00000116711,5321,1,186798085,186958113,2875,160029,0.017965494
ENSG00000162670,339479,1,190066792,190446759,3316,379968,0.008727051
ENSG00000150681,64407,1,192127587,192154945,2150,27359,0.078584744
ENSG00000253148,431704,1,192286122,192336415,1794,50294,0.035670259
ENSG00000090104,5996,1,192544857,192549161,1975,4305,0.458768873
ENSG00000127074,6003,1,192605275,192629390,1505,24116,0.062406701
ENSG00000116741,5997,1,192778169,192781403,1344,3235,0.415455951
ENSG00000116750,51377,1,192981380,193029237,6894,47858,0.144051151
ENSG00000116747,6738,1,193028552,193060907,9041,32356,0.279422673
ENSG00000023572,51022,1,193065598,193075244,1299,9647,0.13465326
ENSG00000134371,79577,1,193091147,193223031,4969,131885,0.037676764
ENSG00000162630,8707,1,193148175,193155784,3274,7610,0.43022339
ENSG00000162687,343450,1,196194909,196578355,6852,383447,0.017869484
ENSG00000000971,3075,1,196621008,196716634,4375,95627,0.045750677
ENSG00000116785,10878,1,196743925,196763203,2923,19279,0.151615748
ENSG00000244414,3078,1,196788887,196801319,1271,12433,0.102227942
ENSG00000080910,3080,1,196788898,196928356,1203,139459,0.008626191
ENSG00000134365,10877,1,196819371,196888102,2912,68732,0.042367456
ENSG00000134389,81494,1,196946667,196978804,2829,32138,0.088026635
ENSG00000143278,2165,1,197008321,197036397,2217,28077,0.078961428
ENSG00000066279,259266,1,197053258,197115824,10887,62567,0.174005466
ENSG00000177888,360023,1,197122810,197169672,8478,46863,0.180910313
ENSG00000134376,23418,1,197170592,197447585,11922,276994,0.043040643
ENSG00000213047,163486,1,197473878,197744826,9282,270949,0.034257369
ENSG00000203724,388722,1,197871777,197876497,588,4721,0.124549883
ENSG00000143355,56956,1,197881037,197904608,9313,23572,0.395087392
ENSG00000151414,140609,1,198126093,198291550,5016,165458,0.030315851
ENSG00000151418,127124,1,198492352,198510075,728,17724,0.04107425
ENSG00000081237,5788,1,198607801,198726545,7400,118745,0.062318413
ENSG00000116833,2494,1,199996730,200146552,6456,149823,0.043090847
ENSG00000162702,23528,1,200374068,200379184,4895,5117,0.956615204
ENSG00000118193,9928,1,200520628,200589862,7274,69235,0.105062468
ENSG00000118197,83479,1,200593024,200639097,4470,46074,0.097017841
ENSG00000118200,23271,1,200708686,200829832,7685,121147,0.063435331
ENSG00000170128,2848,1,200842083,200843306,1224,1224,1
ENSG00000163362,55765,1,200860176,200884863,4858,24688,0.196775762
ENSG00000116852,101929275,1,200938520,200992828,9934,54309,0.182916275
ENSG00000116852,23046,1,200938520,200992828,9934,54309,0.182916275
ENSG00000081248,779,1,201008642,201081694,6166,73053,0.084404473
ENSG00000232237,647219,1,201083081,201096312,2026,13232,0.153113664
ENSG00000116857,252839,1,201103900,201140702,2198,36803,0.059723392
ENSG00000163395,91156,1,201159953,201198080,11828,38128,0.310218212
ENSG00000081277,5317,1,201252580,201302121,5447,49542,0.109947116
ENSG00000118194,7139,1,201328136,201346890,1439,18755,0.076726206
ENSG00000159166,3898,1,201342372,201368736,2987,26365,0.11329414
ENSG00000159173,7135,1,201373625,201398994,6791,25370,0.26767836
ENSG00000174307,23612,1,201434620,201438365,1584,3746,0.422851041
ENSG00000159176,1465,1,201452658,201478584,2497,25927,0.096308867
ENSG00000134369,89796,1,201592411,201796102,13543,203692,0.066487638
ENSG00000198700,55705,1,201798269,201853422,11435,55154,0.207328571
ENSG00000198892,149345,1,201857808,201861434,1341,3627,0.369727047
ENSG00000163431,25802,1,201865580,201915715,3970,50136,0.079184618
ENSG00000134375,10440,1,201924619,201939789,1659,15171,0.109353372
ENSG00000176393,6051,1,201951500,201975275,2614,23776,0.109942799
ENSG00000163435,1999,1,201977073,201986316,6173,9244,0.667784509
ENSG00000170075,9283,1,202091986,202102720,6588,10735,0.613693526
ENSG00000143862,127829,1,202102532,202113869,1793,11338,0.158140766
ENSG00000143851,5778,1,202116141,202130716,4332,14576,0.297200878
ENSG00000133067,59352,1,202163029,202288909,3874,125881,0.030775097
ENSG00000077152,29089,1,202300785,202311108,922,10324,0.08930647
ENSG00000077157,4660,1,202317827,202561834,16019,244008,0.065649487
ENSG00000143858,127833,1,202559724,202679545,7774,119822,0.064879571
ENSG00000117139,10765,1,202696526,202778598,7869,82073,0.09587806
ENSG00000184774,,1,202789394,202796353,2810,6960,0.403735632
ENSG00000183155,5877,1,202848085,202858263,2430,10179,0.23872679
ENSG00000117153,59349,1,202860228,202897764,3552,37537,0.094626635
ENSG00000159346,51094,1,202909951,202927700,2342,17750,0.131943662
ENSG00000159348,51706,1,202930997,202936408,1791,5412,0.330931264
ENSG00000163444,653659,1,202976514,202993976,3019,17463,0.172879803
ENSG00000163444,92703,1,202976514,202993976,3019,17463,0.172879803
ENSG00000182077,374308,10,27687116,27703297,2529,16182,0.156284761
ENSG00000099246,22931,10,27793197,27831143,5291,37947,0.139431312
ENSG00000095564,9044,10,93683526,93790082,7355,106557,0.06902409
ENSG00000198879,57713,10,7200586,7453450,9955,252865,0.039368833
ENSG00000152766,118932,10,90581889,90611575,1596,29687,0.053760905
ENSG00000107816,84445,10,102756375,102767593,6316,11219,0.562973527
ENSG00000165309,219681,10,23216953,23326518,3203,109566,0.029233521
ENSG00000138134,57559,10,90639491,90734910,5830,95420,0.061098302
ENSG00000213185,196792,10,124608594,124639157,752,30564,0.024604109
ENSG00000182771,2894,10,87359312,88126250,5940,766939,0.007745075
ENSG00000203795,118670,10,124670217,124672627,596,2411,0.247200332
ENSG00000151923,7073,10,121334199,121356541,3318,22343,0.148502887
ENSG00000214285,594857,10,129347613,129350935,322,3323,0.096900391
ENSG00000186766,399823,10,129535499,129539450,3217,3952,0.814018219
ENSG00000180745,119467,10,129676105,129691211,1152,15107,0.07625604
ENSG00000198924,9937,10,115594488,115614142,4494,19655,0.228644111
ENSG00000119965,80007,10,124690419,124713919,2482,23501,0.105612527
ENSG00000062650,23063,10,88195013,88281572,6335,86560,0.073186229
ENSG00000186862,79955,10,102767440,102790890,2718,23451,0.115901241
ENSG00000132334,5791,10,129705325,129884119,7568,178795,0.042327806
ENSG00000108100,219771,10,35535953,35860852,4704,324900,0.014478301
ENSG00000165732,9188,10,70715884,70744829,4711,28946,0.16275133
ENSG00000196865,374354,10,115614420,115676953,11051,62534,0.176719864
ENSG00000179988,118672,10,124713897,124757029,2571,43133,0.059606334
ENSG00000148606,11128,10,79734907,79789303,6640,54397,0.122065555
ENSG00000107796,59,10,90694831,90751147,1801,56317,0.031979686
ENSG00000107864,22849,10,93806449,94050844,7895,244396,0.032304129
ENSG00000198060,54708,10,94050920,94113721,3926,62802,0.062513933
ENSG00000123243,80760,10,7601232,7708961,7823,107730,0.072616727
ENSG00000095574,64376,10,124750322,124768333,4555,18012,0.252886964
ENSG00000151929,9531,10,121410882,121437331,2747,26450,0.103856333
ENSG00000107819,81855,10,102790991,102800998,3095,10008,0.309252598
ENSG00000043591,153,10,115803806,115806667,2862,2862,1
ENSG00000150051,283078,10,27961804,28034989,4106,73186,0.056103626
ENSG00000198825,22876,10,121485609,121588652,5889,103044,0.057150344
ENSG00000177291,219770,10,35894338,35897863,1580,3526,0.44809983
ENSG00000177283,8325,10,35927177,35930362,3186,3186,1
ENSG00000196177,36,10,124768495,124817827,5955,49333,0.120710275
ENSG00000165813,55088,10,115880621,115933979,8399,53359,0.157405499
ENSG00000148450,22921,10,23384435,23410942,1803,26508,0.068017202
ENSG00000169126,55130,10,28064115,28287977,5307,223863,0.023706463
ENSG00000119912,3416,10,94211441,94333833,6023,122393,0.049210331
ENSG00000107821,81621,10,102821598,102827888,1913,6291,0.304085201
ENSG00000148513,91074,10,37414785,37673039,4815,258255,0.018644363
ENSG00000198954,26128,10,70748487,70776738,2534,28252,0.089692765
ENSG00000138326,6229,10,79793518,79816570,2938,23053,0.127445452
ENSG00000236311,100038246,10,102849078,102890883,1862,41806,0.044539061
ENSG00000107807,3195,10,102889257,102897545,3969,8289,0.478827362
ENSG00000122861,5328,10,75668935,75677255,2805,8321,0.337098906
ENSG00000138136,10660,10,102986733,102989551,2119,2819,0.751684995
ENSG00000188620,340784,10,124895478,124897257,1173,1780,0.658988764
ENSG00000188816,3167,10,124907638,124910188,1628,2551,0.638181105
ENSG00000166167,8945,10,103113820,103317078,6210,203259,0.030552153
ENSG00000154473,9184,10,124913793,124924886,2790,11094,0.25148729
ENSG00000120616,80314,10,32556679,32667726,4434,111048,0.039928679
ENSG00000168267,256297,10,23481256,23483181,1537,1926,0.798026999
ENSG00000179133,256815,10,23556124,23633774,3347,77651,0.043103115
ENSG00000122862,5552,10,70847862,70864567,1208,16706,0.07230935
ENSG00000026103,355,10,90750414,90775542,2582,25129,0.102749811
ENSG00000256892,100288485,10,37890366,37891859,1494,1494,1
ENSG00000198105,57209,10,38091751,38147034,5483,55284,0.099178786
ENSG00000122958,9559,10,70883268,70932617,3305,49350,0.066970618
ENSG00000148773,4288,10,129894923,129924649,12678,29727,0.426480977
ENSG00000165312,220213,10,23728198,23731308,3111,3111,1
ENSG00000197771,79892,10,121588972,121652068,4208,63097,0.066690968
ENSG00000150054,143098,10,28339922,28623415,5764,283494,0.020332
ENSG00000122375,94233,10,88414314,88426605,2456,12292,0.199804751
ENSG00000166171,25911,10,103330317,103369425,2317,39109,0.059244675
ENSG00000222047,414236,10,75669727,75682535,2514,12809,0.196268249
ENSG00000156502,6832,10,70939988,70968855,2484,28868,0.086046834
ENSG00000120549,56243,10,23983675,24836772,10120,853098,0.011862646
ENSG00000122367,11155,10,88428206,88495825,6480,67620,0.095829636
ENSG00000035403,7414,10,75757872,75879918,5490,122047,0.044982671
ENSG00000095627,56165,10,115939029,115992063,5256,53035,0.099104365
ENSG00000166169,27343,10,103338639,103348027,3925,9389,0.41804239
ENSG00000108175,57178,10,80828792,81076276,7546,247485,0.030490737
ENSG00000170430,4255,10,131265448,131566271,1759,300824,0.005847273
ENSG00000175395,219749,10,38238500,38265561,4139,27062,0.152945089
ENSG00000108001,253738,10,131633547,131762105,4623,128559,0.035960143
ENSG00000138160,3832,10,94353043,94415150,4858,62108,0.078218587
ENSG00000107651,11196,10,121652223,121702014,5041,49792,0.101241163
ENSG00000189180,7581,10,38299578,38354016,7118,54439,0.130751851
ENSG00000108010,10539,10,131934663,131982785,1526,48123,0.031710409
ENSG00000154478,2849,10,125425871,125454123,7514,28253,0.265954058
ENSG00000185009,26985,10,75881524,75910821,3739,29298,0.127619633
ENSG00000121898,119587,10,125465723,125699783,3554,234061,0.015184076
ENSG00000216937,79741,10,32735068,32863492,5206,128425,0.040537279
ENSG00000165816,340706,10,115999018,116051272,3368,52255,0.064453162
ENSG00000152804,3087,10,94447945,94455403,4772,7459,0.639764043
ENSG00000075407,101929740,10,38383264,38414472,9223,31209,0.295523727
ENSG00000075407,7587,10,38383264,38414472,9223,31209,0.295523727
ENSG00000156110,132,10,75910960,76469061,2225,558102,0.003986726
ENSG00000138190,54536,10,94590935,94819250,6104,228316,0.026734876
ENSG00000156510,80201,10,70980059,71027315,3738,47257,0.079099393
ENSG00000108179,10105,10,81107225,81115093,2259,7869,0.287075867
ENSG00000107779,657,10,88516407,88692595,11255,176189,0.063880265
ENSG00000203805,196051,10,122216466,122349367,2296,132902,0.017275887
ENSG00000177234,,10,122357721,122359629,1909,1909,1
ENSG00000120008,55717,10,122610687,122669036,4866,58350,0.083393316
ENSG00000169129,84632,10,116054583,116164515,4189,109933,0.038105028
ENSG00000176769,256536,10,132890654,133109984,2618,219331,0.011936297
ENSG00000095787,51322,10,28821422,28912041,6787,90620,0.074895167
ENSG00000189275,,10,133604734,133622535,3384,17802,0.190091001
ENSG00000175470,55844,10,133747955,133773331,5135,25377,0.202348583
ENSG00000187553,340665,10,94821021,94828454,1569,7434,0.211057304
ENSG00000095596,1592,10,94833232,94837647,2485,4416,0.562726449
ENSG00000176171,664,10,133781578,133795435,2111,13858,0.152330784
ENSG00000188385,282973,10,133918175,133998313,6626,80139,0.082681341
ENSG00000182022,51363,10,125767184,125853206,5207,86023,0.060530323
ENSG00000156515,3098,10,71029740,71161638,4560,131899,0.034571907
ENSG00000170324,101930006,10,49364601,49482941,5251,118341,0.044371773
ENSG00000170324,143162,10,49364601,49482941,5251,118341,0.044371773
ENSG00000107863,57584,10,24872538,25012597,7987,140060,0.05702556
ENSG00000165424,219654,10,81142081,81205383,5051,63303,0.079790847
ENSG00000196693,7582,10,43084555,43133992,5958,49438,0.120514584
ENSG00000253626,143244,10,81272357,81276188,3832,3832,1
ENSG00000165733,101929959,10,43278249,43330385,7753,52137,0.148704375
ENSG00000165733,9790,10,43278249,43330385,7753,52137,0.148704375
ENSG00000185303,729238,10,81315608,81320153,2685,4546,0.590629125
ENSG00000065154,4942,10,126085872,126107545,2092,21674,0.096521177
ENSG00000173269,79812,10,88695297,88729238,5036,33942,0.14837075
ENSG00000151640,10570,10,134000404,134019280,2729,18877,0.144567463
ENSG00000138135,9023,10,90965694,90967071,1378,1378,1
ENSG00000107829,6468,10,103370423,103455052,2483,84630,0.029339478
ENSG00000107798,3988,10,90973326,91174314,3371,200989,0.016772062
ENSG00000122852,729238,10,81370695,81375196,2272,4502,0.504664594
ENSG00000122852,653509,10,81370695,81375196,2272,4502,0.504664594
ENSG00000156650,23522,10,76585340,76792380,8405,207041,0.040595824
ENSG00000165731,5979,10,43572475,43625799,6441,53325,0.120787623
ENSG00000138119,26509,10,95066186,95242074,7317,175889,0.0416001
ENSG00000099204,3983,10,116190872,116444762,8390,253891,0.033045677
ENSG00000165752,282974,10,134020996,134145351,3394,124356,0.027292612
ENSG00000229544,390010,10,126135592,126138753,1646,3162,0.52055661
