Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
,,,,,,,,,,,,,,283999,,,,,,,,,
,,,,,,,,,,,,,,284001,,,,,,,,,
,,,,,,,,,,,,,,284004,,,,,,,,,
,,,,,,,,,,,,,,284013,,,,,,,,,
,,,,,,,,,,,,,,284018,,,,,,,,,
,,,,,,,,,,,,,,284021,,,,,,,,,
,,,,,,,,,,,,,,284023,,,,,,,,,
,,,,,,,,,,,,,,284040,,,,,,,,,
,,,,,,,,,,,,,,284058,,,,,,,,,
,,,,,,,,,,,,,,284067,,,,,,,,,
,,,,,,,,,,,,,,284069,,,,,,,,,
,,,,,,,,,,,,,,284071,,,,,,,,,
,,,,,,,,,,,,,,284076,,,,,,,,,
,,,,,,,,,,,,,,284083,,,,,,,,,
,,,,,,,,,,,,,,284086,,,,,,,,,
,,,,,,,,,,,,,,284098,,,,,,,,,
,,,,,,,,,,,,,,284099,,,,,,,,,
,,,,,,,,,,,,,,284106,,,,,,,,,
,,,,,,,,,,,,,,284110,,,,,,,,,
,,,,,,,,,,,,,,284111,,,,,,,,,
,,,,,,,,,,,,,,284114,,,,,,,,,
,,,,,,,,,,,,,,284119,,,,,,,,,
,,,,,,,,,,,,,,284129,,,,,,,,,
,,,,,,,,,,,,,,284131,,,,,,,,,
,,,,,,,,,,,,,,284161,,,,,,,,,
,,,,,,,,,,,,,,284184,,,,,,,,,
,,,,,,,,,,,,,,284194,,,,,,,,,
,,,,,,,,,,,,,,284207,,,,,,,,,
,,,,,,,,,,,,,,284217,,,,,,,,,
,,,,,,,,,,,,,,284252,,,,,,,,,
,,,,,,,,,,,,,,284254,,,,,,,,,
,,,,,,,,,,,,,,284257,,,,,,,,,
,,,,,,,,,,,,,,284266,,,,,,,,,
,,,,,,,,,,,,,,284273,,,,,,,,,
,,,,,,,,,,,,,,284274,,,,,,,,,
,,,,,,,,,,,,,,284293,,,,,,,,,
,,,,,,,,,,,,,,284297,,,,,,,,,
,,,,,,,,,,,,,,284306,,,,,,,,,
,,,,,,,,,,,,,,284307,,,,,,,,,
,,,,,,,,,,,,,,284309,,,,,,,,,
,,,,,,,,,,,,,,284312,,,,,,,,,
,,,,,,,,,,,,,,284323,,,,,,,,,
,,,,,,,,,,,,,,284325,,,,,,,,,
,,,,,,,,,,,,,,284338,,,,,,,,,
,,,,,,,,,,,,,,284339,,,,,,,,,
,,,,,,,,,,,,,,284340,,,,,,,,,
,,,,,,,,,,,,,,284346,,,,,,,,,
,,,,,,,,,,,,,,284348,,,,,,,,,
,,,,,,,,,,,,,,284349,,,,,,,,,
,,,,,,,,,,,,,,284352,,,,,,,,,
,,,,,,,,,,,,,,284353,,,,,,,,,
,,,,,,,,,,,,,,284355,,,,,,,,,
,,,,,,,,,,,,,,284358,,,,,,,,,
,,,,,,,,,,,,,,284359,,,,,,,,,
,,,,,,,,,,,,,,284361,,,,,,,,,
,,,,,,,,,,,,,,284366,,,,,,,,,
,,,,,,,,,,,,,,284369,,,,,,,,,
,,,,,,,,,,,,,,284370,,,,,,,,,
,,,,,,,,,,,,,,284371,,,,,,,,,
,,,,,,,,,,,,,,284382,,,,,,,,,
,,,,,,,,,,,,,,284383,,,,,,,,,
,,,,,,,,,,,,,,284390,,,,,,,,,
,,,,,,,,,,,,,,284391,,,,,,,,,
,,,,,,,,,,,,,,284402,,,,,,,,,
,,,,,,,,,,,,,,284403,,,,,,,,,
,,,,,,,,,,,,,,284406,,,,,,,,,
,,,,,,,,,,,,,,284415,,,,,,,,,
,,,,,,,,,,,,,,284417,,,,,,,,,
,,,,,,,,,,,,,,284418,,,,,,,,,
,,,,,,,,,,,,,,284422,,,,,,,,,
,,,,,,,,,,,,,,284427,,,,,,,,,
,,,,,,,,,,,,,,284428,,,,,,,,,
,,,,,,,,,,,,,,284433,,,,,,,,,
,,,,,,,,,,,,,,284434,,,,,,,,,
,,,,,,,,,,,,,,284439,,,,,,,,,
,,,,,,,,,,,,,,284443,,,,,,,,,
,,,,,,,,,,,,,,284451,,,,,,,,,
,,,,,,,,,,,,,,284459,,,,,,,,,
,,,,,,,,,,,,,,284467,,,,,,,,,
,,,,,,,,,,,,,,284485,,,,,,,,,
,,,,,,,,,,,,,,284486,,,,,,,,,
,,,,,,,,,,,,,,284498,,,,,,,,,
,,,,,,,,,,,,,,284521,,,,,,,,,
,,,,,,,,,,,,,,284525,,,,,,,,,
,,,,,,,,,,,,,,284532,,,,,,,,,
,,,,,,,,,,,,,,284541,,,,,,,,,
,,,,,,,,,,,,,,284546,,,,,,,,,
,,,,,,,,,,,,,,284565,,,,,,,,,
,,,,,,,,,,,,,,284611,,,,,,,,,
,,,,,,,,,,,,,,284612,,,,,,,,,
,,,,,,,,,,,,,,284613,,,,,,,,,
,,,,,,,,,,,,,,284615,,,,,,,,,
,,,,,,,,,,,,,,284654,,,,,,,,,
,,,,,,,,,,,,,,284656,,,,,,,,,
,,,,,,,,,,,,,,284680,,,,,,,,,
,,,,,,,,,,,,,,284695,,,,,,,,,
,,,,,,,,,,,,,,284697,,,,,,,,,
,,,,,,,,,,,,,,284716,,,,,,,,,
,,,,,,,,,,,,,,284723,,,,,,,,,
,,,,,,,,,,,,,,284739,,,,,,,,,
,,,,,,,,,,,,,,284759,,,,,,,,,
,,,,,,,,,,,,,,284805,,,,,,,,,
,,,,,,,,,,,,,,284827,,,,,,,,,
,,,,,,,,,,,,,,284904,,,,,,,,,
,,,,,,,,,,,,,,284948,,,,,,,,,
,,,,,,,,,,,,,,284958,,,,,,,,,
,,,,,,,,,,,,,,284992,,,,,,,,,
,,,,,,,,,,,,,,284996,,,,,,,,,
,,,,,,,,,,,,,,285016,,,,,,,,,
,,,,,,,,,,,,,,285025,,,,,,,,,
,,,,,,,,,,,,,,285051,,,,,,,,,
,,,,,,,,,,,,,,285093,,,,,,,,,
,,,,,,,,,,,,,,285126,,,,,,,,,
,,,,,,,,,,,,,,285141,,,,,,,,,
,,,,,,,,,,,,,,285148,,,,,,,,,
,,,,,,,,,,,,,,285172,,,,,,,,,
,,,,,,,,,,,,,,285175,,,,,,,,,
,,,,,,,,,,,,,,285180,,,,,,,,,
,,,,,,,,,,,,,,285190,,,,,,,,,
,,,,,,,,,,,,,,285193,,,,,,,,,
,,,,,,,,,,,,,,285195,,,,,,,,,
,,,,,,,,,,,,,,285203,,,,,,,,,
,,,,,,,,,,,,,,285220,,,,,,,,,
,,,,,,,,,,,,,,285231,,,,,,,,,
,,,,,,,,,,,,,,285237,,,,,,,,,
,,,,,,,,,,,,,,285242,,,,,,,,,
,,,,,,,,,,,,,,285267,,,,,,,,,
,,,,,,,,,,,,,,285268,,,,,,,,,
,,,,,,,,,,,,,,285282,,,,,,,,,
,,,,,,,,,,,,,,285311,,,,,,,,,
,,,,,,,,,,,,,,285313,,,,,,,,,
,,,,,,,,,,,,,,285315,,,,,,,,,
,,,,,,,,,,,,,,285331,,,,,,,,,
,,,,,,,,,,,,,,285335,,,,,,,,,
,,,,,,,,,,,,,,285343,,,,,,,,,
,,,,,,,,,,,,,,285346,,,,,,,,,
,,,,,,,,,,,,,,285349,,,,,,,,,
,,,,,,,,,,,,,,285362,,,,,,,,,
,,,,,,,,,,,,,,285367,,,,,,,,,
,,,,,,,,,,,,,,285368,,,,,,,,,
,,,,,,,,,,,,,,285381,,,,,,,,,
,,,,,,,,,,,,,,285382,,,,,,,,,
,,,,,,,,,,,,,,285386,,,,,,,,,
,,,,,,,,,,,,,,285423,,,,,,,,,
,,,,,,,,,,,,,,285429,,,,,,,,,
,,,,,,,,,,,,,,285440,,,,,,,,,
,,,,,,,,,,,,,,285489,,,,,,,,,
,,,,,,,,,,,,,,285498,,,,,,,,,
,,,,,,,,,,,,,,285513,,,,,,,,,
,,,,,,,,,,,,,,285521,,,,,,,,,
,,,,,,,,,,,,,,285525,,,,,,,,,
,,,,,,,,,,,,,,285527,,,,,,,,,
,,,,,,,,,,,,,,285533,,,,,,,,,
,,,,,,,,,,,,,,285550,,,,,,,,,
,,,,,,,,,,,,,,285555,,,,,,,,,
,,,,,,,,,,,,,,285556,,,,,,,,,
,,,,,,,,,,,,,,285588,,,,,,,,,
,,,,,,,,,,,,,,285590,,,,,,,,,
,,,,,,,,,,,,,,285596,,,,,,,,,
,,,,,,,,,,,,,,285598,,,,,,,,,
,,,,,,,,,,,,,,285600,,,,,,,,,
,,,,,,,,,,,,,,285601,,,,,,,,,
,,,,,,,,,,,,,,285605,,,,,,,,,
,,,,,,,,,,,,,,285613,,,,,,,,,
,,,,,,,,,,,,,,285636,,,,,,,,,
,,,,,,,,,,,,,,285641,,,,,,,,,
,,,,,,,,,,,,,,285643,,,,,,,,,
,,,,,,,,,,,,,,285659,,,,,,,,,
,,,,,,,,,,,,,,285671,,,,,,,,,
,,,,,,,,,,,,,,285672,,,,,,,,,
,,,,,,,,,,,,,,285676,,,,,,,,,
,,,,,,,,,,,,,,285679,,,,,,,,,
,,,,,,,,,,,,,,285704,,,,,,,,,
,,,,,,,,,,,,,,285753,,,,,,,,,
,,,,,,,,,,,,,,285755,,,,,,,,,
,,,,,,,,,,,,,,285761,,,,,,,,,
,,,,,,,,,,,,,,285782,,,,,,,,,
,,,,,,,,,,,,,,285800,,,,,,,,,
,,,,,,,,,,,,,,285834,,,,,,,,,
,,,,,,,,,,,,,,285848,,,,,,,,,
,,,,,,,,,,,,,,285852,,,,,,,,,
,,,,,,,,,,,,,,285855,,,,,,,,,
,,,,,,,,,,,,,,285877,,,,,,,,,
,,,,,,,,,,,,,,285888,,,,,,,,,
,,,,,,,,,,,,,,285955,,,,,,,,,
,,,,,,,,,,,,,,285966,,,,,,,,,
,,,,,,,,,,,,,,285971,,,,,,,,,
,,,,,,,,,,,,,,285973,,,,,,,,,
,,,,,,,,,,,,,,285989,,,,,,,,,
,,,,,,,,,,,,,,286006,,,,,,,,,
,,,,,,,,,,,,,,286046,,,,,,,,,
,,,,,,,,,,,,,,286053,,,,,,,,,
,,,,,,,,,,,,,,286075,,,,,,,,,
,,,,,,,,,,,,,,286077,,,,,,,,,
,,,,,,,,,,,,,,286097,,,,,,,,,
,,,,,,,,,,,,,,286128,,,,,,,,,
,,,,,,,,,,,,,,286133,,,,,,,,,
,,,,,,,,,,,,,,286144,,,,,,,,,
,,,,,,,,,,,,,,286148,,,,,,,,,
,,,,,,,,,,,,,,286151,,,,,,,,,
,,,,,,,,,,,,,,286183,,,,,,,,,
,,,,,,,,,,,,,,286187,,,,,,,,,
,,,,,,,,,,,,,,286204,,,,,,,,,
,,,,,,,,,,,,,,286205,,,,,,,,,
,,,,,,,,,,,,,,286207,,,,,,,,,
,,,,,,,,,,,,,,286223,,,,,,,,,
,,,,,,,,,,,,,,286234,,,,,,,,,
,,,,,,,,,,,,,,286256,,,,,,,,,
,,,,,,,,,,,,,,286257,,,,,,,,,
,,,,,,,,,,,,,,286262,,,,,,,,,
,,,,,,,,,,,,,,286319,,,,,,,,,
,,,,,,,,,,,,,,286336,,,,,,,,,
,,,,,,,,,,,,,,286343,,,,,,,,,
,,,,,,,,,,,,,,286362,,,,,,,,,
,,,,,,,,,,,,,,286365,,,,,,,,,
,,,,,,,,,,,,,,286380,,,,,,,,,
,,,,,,,,,,,,,,286410,,,,,,,,,
,,,,,,,,,,,,,,286430,,,,,,,,,
,,,,,,,,,,,,,,286436,,,,,,,,,
,,,,,,,,,,,,,,286451,,,,,,,,,
,,,,,,,,,,,,,,286464,,,,,,,,,
,,,,,,,,,,,,,,286499,,,,,,,,,
,,,,,,,,,,,,,,286514,,,,,,,,,
,,,,,,,,,,,,,,286527,,,,,,,,,
,,,,,,,,,,,,,,286530,,,,,,,,,
,,,,,,,,,,,,,,286676,,,,,,,,,
,,,,,,,,,,,,,,286753,,,,,,,,,
,,,,,,,,,,,,,,286826,,,,,,,,,
,,,,,,,,,,,,,,286827,,,,,,,,,
,,,,,,,,,,,,,,286887,,,,,,,,,
,,,,,,,,,,,,,,287015,,,,,,,,,
,,,,,,,,,,,,,,317649,,,,,,,,,
,,,,,,,,,,,,,,317662,,,,,,,,,
,,,,,,,,,,,,,,317671,,,,,,,,,
,,,,,,,,,,,,,,317701,,,,,,,,,
,,,,,,,,,,,,,,317702,,,,,,,,,
,,,,,,,,,,,,,,317703,,,,,,,,,
,,,,,,,,,,,,,,317705,,,,,,,,,
,,,,,,,,,,,,,,317719,,,,,,,,,
,,,,,,,,,,,,,,317749,,,,,,,,,
,,,,,,,,,,,,,,317754,,,,,,,,,
,,,,,,,,,,,,,,317761,,,,,,,,,
,,,,,,,,,,,,,,317762,,,,,,,,,
,,,,,,,,,,,,,,317772,,,,,,,,,
,,,,,,,,,,,,,,317781,,,,,,,,,
,,,,,,,,,,,,,,319089,,,,,,,,,
,,,,,,,,,,,,,,319100,,,,,,,,,
,,,,,,,,,,,,,,319101,,,,,,,,,
,,,,,,,,,,,,,,326340,,,,,,,,,
,,,,,,,,,,,,,,326624,,,,,,,,,
,,,,,,,,,,,,,,326625,,,,,,,,,
,,,,,,,,,,,,,,327657,,,,,,,,,
,,,,,,,,,,,,,,333926,,,,,,,,,
,,,,,,,,,,,,,,333929,,,,,,,,,
,,,,,,,,,,,,,,333932,,,,,,,,,
,,,,,,,,,,,,,,337867,,,,,,,,,
,,,,,,,,,,,,,,337876,,,,,,,,,
,,,,,,,,,,,,,,337878,,,,,,,,,
,,,,,,,,,,,,,,337882,,,,,,,,,
,,,,,,,,,,,,,,337959,,,,,,,,,
,,,,,,,,,,,,,,337960,,,,,,,,,
,,,,,,,,,,,,,,337963,,,,,,,,,
,,,,,,,,,,,,,,337966,,,,,,,,,
,,,,,,,,,,,,,,337967,,,,,,,,,
,,,,,,,,,,,,,,337968,,,,,,,,,
,,,,,,,,,,,,,,337969,,,,,,,,,
,,,,,,,,,,,,,,337970,,,,,,,,,
,,,,,,,,,,,,,,337971,,,,,,,,,
,,,,,,,,,,,,,,337972,,,,,,,,,
,,,,,,,,,,,,,,337973,,,,,,,,,
,,,,,,,,,,,,,,337974,,,,,,,,,
,,,,,,,,,,,,,,337975,,,,,,,,,
,,,,,,,,,,,,,,337976,,,,,,,,,
,,,,,,,,,,,,,,337977,,,,,,,,,
,,,,,,,,,,,,,,337978,,,,,,,,,
,,,,,,,,,,,,,,337979,,,,,,,,,
,,,,,,,,,,,,,,337985,,,,,,,,,
,,,,,,,,,,,,,,338094,,,,,,,,,
,,,,,,,,,,,,,,338321,,,,,,,,,
,,,,,,,,,,,,,,338322,,,,,,,,,
,,,,,,,,,,,,,,338323,,,,,,,,,
,,,,,,,,,,,,,,338324,,,,,,,,,
,,,,,,,,,,,,,,338328,,,,,,,,,
,,,,,,,,,,,,,,338339,,,,,,,,,
,,,,,,,,,,,,,,338376,,,,,,,,,
,,,,,,,,,,,,,,338382,,,,,,,,,
,,,,,,,,,,,,,,338398,,,,,,,,,
,,,,,,,,,,,,,,338440,,,,,,,,,
,,,,,,,,,,,,,,338442,,,,,,,,,
,,,,,,,,,,,,,,338557,,,,,,,,,
,,,,,,,,,,,,,,338567,,,,,,,,,
,,,,,,,,,,,,,,338596,,,,,,,,,
,,,,,,,,,,,,,,338599,,,,,,,,,
,,,,,,,,,,,,,,338645,,,,,,,,,
,,,,,,,,,,,,,,338657,,,,,,,,,
,,,,,,,,,,,,,,338661,,,,,,,,,
,,,,,,,,,,,,,,338662,,,,,,,,,
,,,,,,,,,,,,,,338667,,,,,,,,,
,,,,,,,,,,,,,,338674,,,,,,,,,
,,,,,,,,,,,,,,338675,,,,,,,,,
,,,,,,,,,,,,,,338692,,,,,,,,,
,,,,,,,,,,,,,,338699,,,,,,,,,
,,,,,,,,,,,,,,338707,,,,,,,,,
,,,,,,,,,,,,,,338751,,,,,,,,,
,,,,,,,,,,,,,,338755,,,,,,,,,
,,,,,,,,,,,,,,338761,,,,,,,,,
,,,,,,,,,,,,,,338773,,,,,,,,,
,,,,,,,,,,,,,,338785,,,,,,,,,
,,,,,,,,,,,,,,338809,,,,,,,,,
,,,,,,,,,,,,,,338811,,,,,,,,,
,,,,,,,,,,,,,,338821,,,,,,,,,
,,,,,,,,,,,,,,338872,,,,,,,,,
,,,,,,,,,,,,,,338879,,,,,,,,,
,,,,,,,,,,,,,,338917,,,,,,,,,
,,,,,,,,,,,,,,338949,,,,,,,,,
,,,,,,,,,,,,,,339105,,,,,,,,,
,,,,,,,,,,,,,,339122,,,,,,,,,
,,,,,,,,,,,,,,339123,,,,,,,,,
,,,,,,,,,,,,,,339145,,,,,,,,,
,,,,,,,,,,,,,,339168,,,,,,,,,
,,,,,,,,,,,,,,339175,,,,,,,,,
,,,,,,,,,,,,,,339184,,,,,,,,,
,,,,,,,,,,,,,,339210,,,,,,,,,
,,,,,,,,,,,,,,339221,,,,,,,,,
,,,,,,,,,,,,,,339229,,,,,,,,,
,,,,,,,,,,,,,,339230,,,,,,,,,
,,,,,,,,,,,,,,339231,,,,,,,,,
,,,,,,,,,,,,,,339263,,,,,,,,,
,,,,,,,,,,,,,,339287,,,,,,,,,
,,,,,,,,,,,,,,339291,,,,,,,,,
,,,,,,,,,,,,,,339302,,,,,,,,,
,,,,,,,,,,,,,,339318,,,,,,,,,
,,,,,,,,,,,,,,339324,,,,,,,,,
,,,,,,,,,,,,,,339327,,,,,,,,,
,,,,,,,,,,,,,,339344,,,,,,,,,
,,,,,,,,,,,,,,339345,,,,,,,,,
,,,,,,,,,,,,,,339366,,,,,,,,,
,,,,,,,,,,,,,,339390,,,,,,,,,
,,,,,,,,,,,,,,339398,,,,,,,,,
,,,,,,,,,,,,,,339403,,,,,,,,,
,,,,,,,,,,,,,,339416,,,,,,,,,
,,,,,,,,,,,,,,339448,,,,,,,,,
,,,,,,,,,,,,,,339451,,,,,,,,,
,,,,,,,,,,,,,,339453,,,,,,,,,
,,,,,,,,,,,,,,339456,,,,,,,,,
,,,,,,,,,,,,,,339479,,,,,,,,,
,,,,,,,,,,,,,,339487,,,,,,,,,
,,,,,,,,,,,,,,339488,,,,,,,,,
,,,,,,,,,,,,,,339500,,,,,,,,,
,,,,,,,,,,,,,,339501,,,,,,,,,
,,,,,,,,,,,,,,339512,,,,,,,,,
,,,,,,,,,,,,,,339541,,,,,,,,,
,,,,,,,,,,,,,,339559,,,,,,,,,
,,,,,,,,,,,,,,339665,,,,,,,,,
,,,,,,,,,,,,,,339669,,,,,,,,,
,,,,,,,,,,,,,,339745,,,,,,,,,
,,,,,,,,,,,,,,339761,,,,,,,,,
,,,,,,,,,,,,,,339766,,,,,,,,,
,,,,,,,,,,,,,,339768,,,,,,,,,
,,,,,,,,,,,,,,339778,,,,,,,,,
,,,,,,,,,,,,,,339779,,,,,,,,,
,,,,,,,,,,,,,,339804,,,,,,,,,
,,,,,,,,,,,,,,339829,,,,,,,,,
,,,,,,,,,,,,,,339834,,,,,,,,,
,,,,,,,,,,,,,,339855,,,,,,,,,
,,,,,,,,,,,,,,339883,,,,,,,,,
,,,,,,,,,,,,,,339896,,,,,,,,,
,,,,,,,,,,,,,,339906,,,,,,,,,
,,,,,,,,,,,,,,339965,,,,,,,,,
,,,,,,,,,,,,,,339967,,,,,,,,,
,,,,,,,,,,,,,,339976,,,,,,,,,
,,,,,,,,,,,,,,339977,,,,,,,,,
,,,,,,,,,,,,,,339983,,,,,,,,,
,,,,,,,,,,,,,,340024,,,,,,,,,
,,,,,,,,,,,,,,340061,,,,,,,,,
,,,,,,,,,,,,,,340069,,,,,,,,,
,,,,,,,,,,,,,,340075,,,,,,,,,
,,,,,,,,,,,,,,340120,,,,,,,,,
,,,,,,,,,,,,,,340146,,,,,,,,,
,,,,,,,,,,,,,,340152,,,,,,,,,
,,,,,,,,,,,,,,340156,,,,,,,,,
,,,,,,,,,,,,,,340168,,,,,,,,,
,,,,,,,,,,,,,,340204,,,,,,,,,
,,,,,,,,,,,,,,340205,,,,,,,,,
,,,,,,,,,,,,,,340252,,,,,,,,,
,,,,,,,,,,,,,,340260,,,,,,,,,
,,,,,,,,,,,,,,340267,,,,,,,,,
,,,,,,,,,,,,,,340273,,,,,,,,,
,,,,,,,,,,,,,,340277,,,,,,,,,
,,,,,,,,,,,,,,340307,,,,,,,,,
,,,,,,,,,,,,,,340348,,,,,,,,,
,,,,,,,,,,,,,,340351,,,,,,,,,
,,,,,,,,,,,,,,340359,,,,,,,,,
,,,,,,,,,,,,,,340371,,,,,,,,,
,,,,,,,,,,,,,,340385,,,,,,,,,
,,,,,,,,,,,,,,340390,,,,,,,,,
,,,,,,,,,,,,,,340393,,,,,,,,,
,,,,,,,,,,,,,,340419,,,,,,,,,
,,,,,,,,,,,,,,340481,,,,,,,,,
,,,,,,,,,,,,,,340485,,,,,,,,,
,,,,,,,,,,,,,,340526,,,,,,,,,
,,,,,,,,,,,,,,340527,,,,,,,,,
,,,,,,,,,,,,,,340529,,,,,,,,,
,,,,,,,,,,,,,,340533,,,,,,,,,
,,,,,,,,,,,,,,340542,,,,,,,,,
,,,,,,,,,,,,,,340543,,,,,,,,,
,,,,,,,,,,,,,,340547,,,,,,,,,
,,,,,,,,,,,,,,340554,,,,,,,,,
,,,,,,,,,,,,,,340562,,,,,,,,,
,,,,,,,,,,,,,,340578,,,,,,,,,
,,,,,,,,,,,,,,340595,,,,,,,,,
,,,,,,,,,,,,,,340596,,,,,,,,,
,,,,,,,,,,,,,,340602,,,,,,,,,
,,,,,,,,,,,,,,340654,,,,,,,,,
,,,,,,,,,,,,,,340665,,,,,,,,,
,,,,,,,,,,,,,,340706,,,,,,,,,
,,,,,,,,,,,,,,340719,,,,,,,,,
,,,,,,,,,,,,,,340745,,,,,,,,,
,,,,,,,,,,,,,,340784,,,,,,,,,
,,,,,,,,,,,,,,340895,,,,,,,,,
,,,,,,,,,,,,,,340900,,,,,,,,,
,,,,,,,,,,,,,,340980,,,,,,,,,
,,,,,,,,,,,,,,340990,,,,,,,,,
,,,,,,,,,,,,,,341019,,,,,,,,,
,,,,,,,,,,,,,,341032,,,,,,,,,
,,,,,,,,,,,,,,341116,,,,,,,,,
,,,,,,,,,,,,,,341152,,,,,,,,,
,,,,,,,,,,,,,,341208,,,,,,,,,
,,,,,,,,,,,,,,341276,,,,,,,,,
,,,,,,,,,,,,,,341277,,,,,,,,,
,,,,,,,,,,,,,,341346,,,,,,,,,
,,,,,,,,,,,,,,341350,,,,,,,,,
,,,,,,,,,,,,,,341359,,,,,,,,,
,,,,,,,,,,,,,,341392,,,,,,,,,
,,,,,,,,,,,,,,341405,,,,,,,,,
,,,,,,,,,,,,,,341416,,,,,,,,,
,,,,,,,,,,,,,,341418,,,,,,,,,
,,,,,,,,,,,,,,341567,,,,,,,,,
,,,,,,,,,,,,,,341568,,,,,,,,,
,,,,,,,,,,,,,,341640,,,,,,,,,
,,,,,,,,,,,,,,341676,,,,,,,,,
,,,,,,,,,,,,,,341799,,,,,,,,,
,,,,,,,,,,,,,,341880,,,,,,,,,
,,,,,,,,,,,,,,341883,,,,,,,,,
,,,,,,,,,,,,,,341947,,,,,,,,,
,,,,,,,,,,,,,,342035,,,,,,,,,
,,,,,,,,,,,,,,342096,,,,,,,,,
,,,,,,,,,,,,,,342125,,,,,,,,,
,,,,,,,,,,,,,,342132,,,,,,,,,
,,,,,,,,,,,,,,342184,,,,,,,,,
,,,,,,,,,,,,,,342346,,,,,,,,,
,,,,,,,,,,,,,,342357,,,,,,,,,
,,,,,,,,,,,,,,342371,,,,,,,,,
,,,,,,,,,,,,,,342372,,,,,,,,,
,,,,,,,,,,,,,,342510,,,,,,,,,
,,,,,,,,,,,,,,342527,,,,,,,,,
,,,,,,,,,,,,,,342538,,,,,,,,,
,,,,,,,,,,,,,,342574,,,,,,,,,
,,,,,,,,,,,,,,342618,,,,,,,,,
,,,,,,,,,,,,,,342667,,,,,,,,,
,,,,,,,,,,,,,,342850,,,,,,,,,
,,,,,,,,,,,,,,342865,,,,,,,,,
,,,,,,,,,,,,,,342892,,,,,,,,,
,,,,,,,,,,,,,,342897,,,,,,,,,
,,,,,,,,,,,,,,342898,,,,,,,,,
,,,,,,,,,,,,,,342900,,,,,,,,,
,,,,,,,,,,,,,,342908,,,,,,,,,
,,,,,,,,,,,,,,342909,,,,,,,,,
,,,,,,,,,,,,,,342918,,,,,,,,,
,,,,,,,,,,,,,,342926,,,,,,,,,
,,,,,,,,,,,,,,342931,,,,,,,,,
,,,,,,,,,,,,,,342933,,,,,,,,,
,,,,,,,,,,,,,,342945,,,,,,,,,
,,,,,,,,,,,,,,342977,,,,,,,,,
,,,,,,,,,,,,,,342979,,,,,,,,,
,,,,,,,,,,,,,,343035,,,,,,,,,
,,,,,,,,,,,,,,343066,,,,,,,,,
,,,,,,,,,,,,,,343068,,,,,,,,,
,,,,,,,,,,,,,,343069,,,,,,,,,
,,,,,,,,,,,,,,343070,,,,,,,,,
,,,,,,,,,,,,,,343071,,,,,,,,,
,,,,,,,,,,,,,,343099,,,,,,,,,
,,,,,,,,,,,,,,343169,,,,,,,,,
,,,,,,,,,,,,,,343170,,,,,,,,,
,,,,,,,,,,,,,,343171,,,,,,,,,
,,,,,,,,,,,,,,343172,,,,,,,,,
,,,,,,,,,,,,,,343173,,,,,,,,,
,,,,,,,,,,,,,,343263,,,,,,,,,
,,,,,,,,,,,,,,343406,,,,,,,,,
,,,,,,,,,,,,,,343413,,,,,,,,,
,,,,,,,,,,,,,,343450,,,,,,,,,
,,,,,,,,,,,,,,343472,,,,,,,,,
,,,,,,,,,,,,,,343521,,,,,,,,,
,,,,,,,,,,,,,,343563,,,,,,,,,
,,,,,,,,,,,,,,343578,,,,,,,,,
,,,,,,,,,,,,,,343637,,,,,,,,,
,,,,,,,,,,,,,,343641,,,,,,,,,
,,,,,,,,,,,,,,343702,,,,,,,,,
,,,,,,,,,,,,,,343930,,,,,,,,,
,,,,,,,,,,,,,,343990,,,,,,,,,
,,,,,,,,,,,,,,344018,,,,,,,,,
,,,,,,,,,,,,,,344022,,,,,,,,,
,,,,,,,,,,,,,,344148,,,,,,,,,
,,,,,,,,,,,,,,344167,,,,,,,,,
,,,,,,,,,,,,,,344191,,,,,,,,,
,,,,,,,,,,,,,,344387,,,,,,,,,
,,,,,,,,,,,,,,344558,,,,,,,,,
,,,,,,,,,,,,,,344561,,,,,,,,,
,,,,,,,,,,,,,,344657,,,,,,,,,
,,,,,,,,,,,,,,344658,,,,,,,,,
,,,,,,,,,,,,,,344752,,,,,,,,,
,,,,,,,,,,,,,,344758,,,,,,,,,
,,,,,,,,,,,,,,344787,,,,,,,,,
,,,,,,,,,,,,,,344805,,,,,,,,,
,,,,,,,,,,,,,,344807,,,,,,,,,
,,,,,,,,,,,,,,344838,,,,,,,,,
,,,,,,,,,,,,,,344892,,,,,,,,,
,,,,,,,,,,,,,,344901,,,,,,,,,
,,,,,,,,,,,,,,344905,,,,,,,,,
,,,,,,,,,,,,,,345051,,,,,,,,,
,,,,,,,,,,,,,,345062,,,,,,,,,
,,,,,,,,,,,,,,345079,,,,,,,,,
,,,,,,,,,,,,,,345193,,,,,,,,,
,,,,,,,,,,,,,,345222,,,,,,,,,
,,,,,,,,,,,,,,345274,,,,,,,,,
,,,,,,,,,,,,,,345275,,,,,,,,,
,,,,,,,,,,,,,,345456,,,,,,,,,
,,,,,,,,,,,,,,345462,,,,,,,,,
